Code,BX,BY,Width,Height,Page
LIN_1-88,207,357,1152,282,0695
LIN_1-89,234,555,1095,219,0695
LIN_1-90,240,705,1122,474,0695
LIN_1-91,204,1146,1161,432,0695
LIN_1-92,240,1527,1041,342,0695
LIN_1-93,237,1821,1059,213,0695
LIN_1-94,237,1977,1095,294,0695
LIN_1-95,240,2202,1044,237,0695
LIN_1-96,240,2376,1083,297,0695
LIN_1-97,243,2607,1047,216,0695
LIN_1-98,252,2763,867,120,0695
LIN_1-99,252,2853,1026,201,0695
LIN_1-100,237,2988,1101,225,0695
LIN_1-101,240,3135,1056,234,0695
LIN_1-102,249,3288,1086,237,0695
LIN_1-103,258,3444,1080,225,0695
LIN_1-104,249,3588,1071,219,0695
LIN_1-105,261,3747,1125,147,0695
LIN_1-105,1491,447,888,129,0695
LIN_1-106,1470,525,1104,507,0695
