Code,BX,BY,Width,Height,Page
LIN_14-26,500,344,1172,538,0754
LIN_14-27,502,820,1108,292,0754
LIN_14-28,498,1074,1126,282,0754
LIN_14-29,490,1316,1138,358,0754
LIN_14-30,474,1664,1180,390,0754
LIN_14-31,472,1996,1196,514,0754
LIN_14-32,476,2382,1188,376,0754
LIN_14-33,480,2714,1128,350,0754
LIN_14-34,462,2950,1184,270,0754
LIN_14-35,468,3170,1104,218,0754
LIN_14-37,486,3342,1102,182,0754
LIN_14-38,444,3498,1194,236,0754
LIN_14-36,386,3662,1282,290,0754
LIN_14-39,1788,360,1128,360,0754
LIN_14-40,1788,676,1144,264,0754
LIN_14-41,1776,810,1188,454,0754
LIN_14-42,1774,1138,1188,222,0754
LIN_14-43,1780,1338,1146,324,0754
LIN_14-44,1764,1532,1170,290,0754
LIN_14-45,1774,1794,1120,334,0754
LIN_14-46,1754,2024,1138,646,0754
LIN_14-47,1792,2562,1110,364,0754
LIN_14-48,1792,2884,1088,200,0754
LIN_14-49,1780,3036,1088,276,0754
LIN_14-50,1780,3268,1098,198,0754
LIN_14-51,1772,3424,1098,268,0754
LIN_14-52,1784,3660,1050,194,0754
