Code,BX,BY,Width,Height,Page
LIN_27-17,207,264,1118,154,0790
LIN_27-18,211,368,1016,132,0790
LIN_27-19,195,450,1126,334,0790
LIN_27-20,201,724,1128,298,0790
LIN_27-21,211,968,1138,276,0790
LIN_27-22,217,1200,1138,382,0790
LIN_27-23,215,1524,1094,266,0790
LIN_27-24,203,1734,1150,360,0790
LIN_27-25,171,2048,1202,442,0790
LIN_27-26,243,2448,1160,368,0790
LIN_27-27,241,2776,1184,284,0790
LIN_27-28,237,3012,1154,188,0790
LIN_27-29,247,3154,1106,190,0790
LIN_27-30,249,3312,1164,344,0790
LIN_27-31,269,3554,1108,184,0790
LIN_27-32,191,3686,1150,196,0790
LIN_27-33,1483,278,1180,374,0790
LIN_27-34,1365,658,1380,364,0790
LIN_27-35,1511,978,1136,372,0790
LIN_27-36,1511,1306,1156,204,0790
LIN_27-37,1515,1466,1136,254,0790
LIN_27-38,1513,1686,1152,338,0790
LIN_27-39,1575,2000,1160,200,0790
LIN_27-40,1545,2160,1264,280,0790
LIN_27-41,1535,2392,1166,422,0790
LIN_27-42,1545,2790,1162,316,0790
LIN_27-43,1547,3080,1210,344,0790
LIN_27-44,1557,3416,1100,316,0790
