Code,BX,BY,Width,Height,Page
LIN_4-26,600,358,1126,362,0714
LIN_4-27,622,696,1070,182,0714
LIN_4-28,572,882,1126,398,0714
LIN_4-29,1026,1156,646,120,0714
LIN_4-30,608,1240,1102,272,0714
LIN_4-31,548,1526,1102,352,0714
LIN_4-32,574,1852,1030,258,0714
LIN_4-33,576,2086,1048,180,0714
LIN_4-34,512,2282,1076,308,0714
LIN_4-35,536,2548,1078,270,0714
LIN_4-36,498,2698,1134,270,0714
LIN_4-37,536,2936,1066,252,0714
LIN_4-38,494,3154,1152,346,0714
LIN_4-39,490,3458,1164,404,0714
LIN_4-40,1850,364,1078,360,0714
LIN_4-41,1844,692,1080,326,0714
LIN_4-42,1836,980,1102,698,0714
LIN_4-43,1814,1672,1122,428,0714
LIN_4-44,1832,2084,1094,410,0714
LIN_4-45,1824,2470,1102,264,0714
LIN_4-46,1790,2704,1144,340,0714
LIN_4-47,1678,3764,1278,186,0714
LIN_4-48,1820,2962,1074,212,0714
LIN_4-49,1828,3152,1062,194,0714
LIN_4-50,1776,3306,1086,334,0714
LIN_4-51,1812,3614,1084,200,0714
