Code,BX,BY,Width,Height,Page
LIN_44-1,148,304,1206,518,0825
LIN_44-2,236,782,1178,346,0825
LIN_44-3,238,1090,1150,188,0825
LIN_44-4,240,1260,1166,272,0825
LIN_44-5,246,1492,1180,366,0825
LIN_44-6,294,1828,1078,182,0825
LIN_44-7,262,1966,1136,414,0825
LIN_44-8,274,2344,1130,448,0825
LIN_44-9,282,2756,1116,322,0825
LIN_44-10,274,3048,1190,422,0825
LIN_44-11,298,3444,1200,372,0825
LIN_44-11,1570,318,954,108,0825
LIN_44-12,1510,404,1134,184,0825
LIN_44-13,1514,558,1142,134,0825
LIN_44-14,1538,642,1142,130,0825
LIN_44-15,1566,726,1086,152,0825
LIN_44-16,1524,782,1178,336,0825
LIN_44-17,1534,1088,1128,270,0825
LIN_44-18,1532,1252,1202,266,0825
LIN_44-19,1564,1404,1168,228,0825
LIN_45-1,1458,1684,1282,392,0825
LIN_45-2,1560,2030,1172,354,0825
LIN_45-3,1566,2262,1218,274,0825
LIN_45-4,1568,2496,1162,290,0825
LIN_46-1,1496,2784,1298,450,0825
LIN_46-2,1620,3194,1150,248,0825
LIN_46-3,1626,3422,1112,268,0825
LIN_46-4,1610,3644,1068,174,0825
