Code,BX,BY,Width,Height,Page
LIN_2-1,232,460,1472,566,0699
LIN_2-2,616,1008,1034,268,0699
LIN_2-3,578,1242,1088,364,0699
LIN_2-4,588,1572,1060,184,0699
LIN_2-5,568,1720,1142,426,0699
LIN_2-6,554,2110,1140,444,0699
LIN_2-7,616,2496,1048,276,0699
LIN_2-8,558,2734,1136,352,0699
LIN_2-9,568,3048,1156,254,0699
LIN_2-10,616,3266,1050,196,0699
LIN_2-11,540,3462,1184,458,0699
LIN_2-12,1822,414,1164,230,0699
LIN_2-13,1836,494,1132,224,0699
LIN_2-14,1842,668,1094,202,0699
LIN_2-15,1832,820,1118,200,0699
LIN_2-16,1798,1034,1160,472,0699
LIN_2-17,1824,1522,1128,630,0699
LIN_2-18,1822,2156,1148,446,0699
LIN_2-19,1878,2564,1042,284,0699
LIN_2-20,1896,2796,1018,426,0699
LIN_2-21,1818,3212,1156,482,0699
LIN_2-22,1856,3654,1094,264,0699
